"country","dest","mean","sd"
"DK","Fresh water",0.0175440944481993,0.00736758527965827
"DK","Fresh water (MP)",0.0286377211562228,0.0138319965442674
"DK","Soil",1.041400118861,0.308084115054712
"DK","Soil (MP)",0.289358572269328,0.0751270451505082
"DK","Subsurface soil (MP)",0.0611966179216211,0.0236110001354379
"EE","Coastal and ocean water",0.0199446993012576,0.0065822784646998
"EE","Coastal and ocean water (MP)",0.010940930153164,0.00350825198690421
"EE","Fresh water",0.000882629002680894,0.000387109767857011
"EE","Fresh water (MP)",0.00400378903537174,0.00114363477199727
"EE","Soil",0.277530104014635,0.0702021625494455
"EE","Soil (MP)",0.115727886864507,0.0215944126276196
"EE","Subsurface soil (MP)",0.0132262261912283,0.00471278835440193
"EL","Coastal and ocean water",0.207239819074081,0.0684663203498054
"EL","Coastal and ocean water (MP)",0.0339323384350143,0.0160809064078437
"EL","Fresh water",0.0239801187006844,0.00913324343572019
"EL","Fresh water (MP)",0.00658384865463762,0.00255169199669351
"EL","Soil",6.27078412061728,2.14794823908616
"EL","Soil (MP)",0.285553532522356,0.0897581775422721
"EL","Subsurface soil (MP)",0.0284982507613328,0.0125479984905531
"ES","Coastal and ocean water",0.26226870721982,0.0768755986051306
"ES","Coastal and ocean water (MP)",0.192235236699677,0.064906603962732
"ES","Fresh water",0.288626282664932,0.122491477468203
"ES","Fresh water (MP)",0.0664159752015407,0.035206218486921
"ES","Soil",12.605494220741,3.81158805318794
"ES","Soil (MP)",2.44635633681372,0.537176064241369
"ES","Subsurface soil (MP)",0.498105389802637,0.176391112731118
"FI","Coastal and ocean water",0.0319497438342466,0.0109313557116038
"FI","Coastal and ocean water (MP)",0.00701448686934971,0.0012861123231356
"FI","Fresh water",0.0164417943924403,0.00679178374223377
"FI","Fresh water (MP)",0.0287886847150721,0.00820780993395588
"FI","Soil",0.58533006391805,0.159153263329423
"FI","Soil (MP)",0.473272157050056,0.0786016680925728
"FI","Subsurface soil (MP)",0.0420793783949,0.0162294419694345
"FR","Coastal and ocean water",0.466875979538976,0.142335307403317
"FR","Coastal and ocean water (MP)",0.168737126297125,0.0490650935293388
"FR","Fresh water",0.123569701431986,0.0489503904126656
