Hoi,Text_LDPE,Text_HDPE,Text_PP,Text_PS,Text_EPS,Text_PVC,Text_PET,Text_Plastic,Text_AllPE,Text_AllPS,Width_LDPE,Width_HDPE,Width_PP,Width_PS,Width_EPS,Width_PVC,Width_PET,Width_Plastic,Width_AllPE,Width_AllPS
Automotive to Export,111$\pm$50,295$\pm$130,1340$\pm$530,50.1$\pm$22,0$\pm$0,363$\pm$160,251$\pm$120,2410$\pm$580,406$\pm$140,0.0501$\pm$0.022,6,6,8,4,0,6,6,8,6,4
Agriculture to Waste collection and recycling,59900$\pm$20000,5840$\pm$1700,27100$\pm$8200,114$\pm$47,0$\pm$0,1090$\pm$450,2480$\pm$1100,96500$\pm$21000,65800$\pm$20000,0.114$\pm$0.047,10,8,10,6,0,8,8,10,10,6
Agriculture to Dumping,392$\pm$190,37$\pm$16,175$\pm$80,0.724$\pm$0.47,0$\pm$0,6.96$\pm$3.5,16.2$\pm$10,627$\pm$210,428$\pm$190,0.000724$\pm$0.00047,6,4,6,1,0,2,4,6,6,1
Agriculture to Organic waste collection,2760$\pm$1100,131$\pm$53,1240$\pm$440,1.06$\pm$0.52,0$\pm$0,20.4$\pm$9.2,117$\pm$59,4270$\pm$1200,2890$\pm$1100,0.00106$\pm$0.00052,8,6,8,2,0,4,6,8,8,2
Agriculture to Soil (MP),1170$\pm$580,25.1$\pm$21,190$\pm$160,0.119$\pm$0.073,0$\pm$0,8.21$\pm$4,31.9$\pm$26,1430$\pm$600,1200$\pm$580,0.000119$\pm$0.000073,8,4,6,1,0,2,4,8,8,1
Agriculture to Soil,141$\pm$74,58.8$\pm$35,34.1$\pm$14,2.45$\pm$1.7,0$\pm$0,22.4$\pm$14,1.62$\pm$1.1,261$\pm$85,200$\pm$82,0.00245$\pm$0.0017,6,4,4,2,0,4,2,6,6,2
Hygiene products to Waste collection and recycling,0$\pm$0,2040$\pm$1400,2820$\pm$1800,0$\pm$0,0$\pm$0,0$\pm$0,4270$\pm$2500,9120$\pm$3800,2040$\pm$1400,0$\pm$0,0,8,8,0,0,0,8,8,8,0
Hygiene products to Storm water and wastewater,0$\pm$0,1160$\pm$810,1230$\pm$850,0$\pm$0,0$\pm$0,0$\pm$0,1170$\pm$900,3550$\pm$1600,1160$\pm$810,0$\pm$0,0,8,8,0,0,0,8,8,8,0
Hygiene products to Dumping,0$\pm$0,19.6$\pm$14,24.9$\pm$18,0$\pm$0,0$\pm$0,0$\pm$0,33.4$\pm$22,77.9$\pm$34,19.6$\pm$14,0$\pm$0,0,4,4,0,0,0,4,4,4,0
PCCP to Waste collection and recycling,0$\pm$0,1.37$\pm$1.1,0.00326$\pm$0.0026,0$\pm$0,0$\pm$0,0$\pm$0,0.00707$\pm$0.0057,1.38$\pm$1.1,1.37$\pm$1.1,0$\pm$0,0,2,1,0,0,0,1,2,2,0
PCCP to Storm water and wastewater (MP),0$\pm$0,25.9$\pm$17,0.062$\pm$0.04,0$\pm$0,0$\pm$0,0$\pm$0,0.135$\pm$0.087,26.1$\pm$17,25.9$\pm$17,0$\pm$0,0,4,1,0,0,0,1,4,4,0
Clothing to Waste collection and recycling,0$\pm$0,965$\pm$620,21200$\pm$9600,0$\pm$0,0$\pm$0,0$\pm$0,112000$\pm$39000,134000$\pm$40000,965$\pm$620,0$\pm$0,0,6,10,0,0,0,10,10,6,0
Clothing to Storm water and wastewater (MP),0$\pm$0,7.55$\pm$4.9,166$\pm$77,0$\pm$0,0$\pm$0,0$\pm$0,873$\pm$320,1050$\pm$330,7.55$\pm$4.9,0$\pm$0,0,2,6,0,0,0,6,8,2,0
Clothing to Dumping,0$\pm$0,5.94$\pm$4.9,131$\pm$79,0$\pm$0,0$\pm$0,0$\pm$0,685$\pm$350,821$\pm$360,5.94$\pm$4.9,0$\pm$0,0,2,6,0,0,0,6,6,2,0
Clothing to Indoor air (MP),0$\pm$0,2.78$\pm$2.9,61.3$\pm$59,0$\pm$0,0$\pm$0,0$\pm$0,322$\pm$280,386$\pm$320,2.78$\pm$2.9,0$\pm$0,0,2,4,0,0,0,6,6,2,0
Clothing to Air (MP),0$\pm$0,1.17$\pm$1.1,25.6$\pm$20,0$\pm$0,0$\pm$0,0$\pm$0,135$\pm$98,161$\pm$110,1.17$\pm$1.1,0$\pm$0,0,2,4,0,0,0,6,6,2,0
Household textiles to Waste collection and recycling,0$\pm$0,134$\pm$61,16500$\pm$5500,0$\pm$0,0$\pm$0,0$\pm$0,50600$\pm$16000,67300$\pm$17000,134$\pm$61,0$\pm$0,0,6,10,0,0,0,10,10,6,0
Household textiles to Storm water and wastewater (MP),0$\pm$0,0.0839$\pm$0.039,10.3$\pm$3.6,0$\pm$0,0$\pm$0,0$\pm$0,31.7$\pm$10,42.1$\pm$11,0.0839$\pm$0.039,0$\pm$0,0,1,4,0,0,0,4,4,1,0
Household textiles to Dumping,0$\pm$0,0.823$\pm$0.53,101$\pm$51,0$\pm$0,0$\pm$0,0$\pm$0,309$\pm$140,411$\pm$150,0.823$\pm$0.53,0$\pm$0,0,1,6,0,0,0,6,6,1,0
Household textiles to Indoor air (MP),0$\pm$0,0.238$\pm$0.23,29.4$\pm$26,0$\pm$0,0$\pm$0,0$\pm$0,90.2$\pm$80,120$\pm$100,0.238$\pm$0.23,0$\pm$0,0,1,4,0,0,0,4,6,1,0
Household textiles to Air (MP),0$\pm$0,0.012$\pm$0.0099,1.47$\pm$1.1,0$\pm$0,0$\pm$0,0$\pm$0,4.49$\pm$3.3,5.97$\pm$4.2,0.012$\pm$0.0099,0$\pm$0,0,1,2,0,0,0,2,2,1,0
Other products to Waste collection and recycling,109000$\pm$45000,108000$\pm$44000,313000$\pm$110000,129000$\pm$45000,8760$\pm$3700,145000$\pm$57000,34200$\pm$19000,847000$\pm$140000,217000$\pm$63000,138$\pm$45,10,10,10,10,8,10,10,10,10,10
Other products to Storm water and wastewater (MP),0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,84.4$\pm$49,0$\pm$0,84.4$\pm$49,0$\pm$0,0$\pm$0,0,0,0,0,0,4,0,4,0,0
Other products to Dumping,664$\pm$380,671$\pm$370,1900$\pm$890,858$\pm$380,54.1$\pm$29,921$\pm$440,183$\pm$130,5250$\pm$1200,1340$\pm$530,0.912$\pm$0.38,6,6,8,6,4,6,6,8,8,6
Other products to Organic waste collection,92.5$\pm$46,221$\pm$110,254$\pm$130,177$\pm$89,38$\pm$19,160$\pm$80,7.86$\pm$3.9,950$\pm$210,314$\pm$120,0.215$\pm$0.091,4,6,6,6,4,6,2,6,6,6
Other products to Soil (MP),0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,56.3$\pm$32,0$\pm$0,56.3$\pm$32,0$\pm$0,0$\pm$0,0,0,0,0,0,4,0,4,0,0
Other products to Soil,4.18$\pm$2.6,0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,4.18$\pm$2.6,4.18$\pm$2.6,0$\pm$0,2,0,0,0,0,0,0,2,2,0
Other products to Indoor air (MP),10.4$\pm$6.4,24.7$\pm$15,28.4$\pm$18,19.6$\pm$12,4.27$\pm$2.6,45.8$\pm$25,0.88$\pm$0.55,134$\pm$37,35.2$\pm$17,0.0239$\pm$0.013,4,4,4,4,2,4,1,6,4,4
Other products to Air (MP),0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,56.2$\pm$37,0$\pm$0,56.2$\pm$37,0$\pm$0,0$\pm$0,0,0,0,0,0,4,0,4,0,0
Other products to Export,585$\pm$300,552$\pm$290,20300$\pm$11000,11700$\pm$6100,0$\pm$0,4690$\pm$2400,2.16$\pm$1.1,37800$\pm$12000,1140$\pm$420,11.7$\pm$6.1,6,6,10,10,0,8,2,10,8,10
Other products to Fresh water,0.675$\pm$0.44,0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,0.675$\pm$0.44,0.675$\pm$0.44,0$\pm$0,1,0,0,0,0,0,0,1,1,0
Fishing gear to Waste collection and recycling,666$\pm$82,668$\pm$82,296$\pm$36,0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,1630$\pm$120,1330$\pm$120,0$\pm$0,6,6,6,0,0,0,0,8,8,0
