Hoi,Text_LDPE,Text_HDPE,Text_PP,Text_PS,Text_EPS,Text_PVC,Text_PET,Text_Plastic,Text_AllPE,Text_AllPS,Width_LDPE,Width_HDPE,Width_PP,Width_PS,Width_EPS,Width_PVC,Width_PET,Width_Plastic,Width_AllPE,Width_AllPS
Other products to Fresh water,1.29$\pm$0.85,0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,1.29$\pm$0.85,1.29$\pm$0.85,0$\pm$0,2,0,0,0,0,0,0,2,2,0
Fishing gear to Waste collection and recycling,600$\pm$97,599$\pm$98,269$\pm$44,0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,1470$\pm$140,1200$\pm$140,0$\pm$0,6,6,6,0,0,0,0,8,8,0
Fishing gear to Fresh water (MP),0.183$\pm$0.066,0.182$\pm$0.065,0.0801$\pm$0.029,0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,0.446$\pm$0.097,0.366$\pm$0.093,0$\pm$0,1,1,1,0,0,0,0,1,1,0
Fishing gear to Coastal and ocean water,23.6$\pm$13,23.6$\pm$13,4.05$\pm$0.99,0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,51.2$\pm$18,47.2$\pm$18,0$\pm$0,4,4,2,0,0,0,0,4,4,0
Fishing gear to Coastal and ocean water (MP),4$\pm$1,4$\pm$1,1.6$\pm$0.44,0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,8.93$\pm$1.5,7.33$\pm$1.4,0$\pm$0,2,2,2,0,0,0,0,2,2,0
Waste collection and recycling to Storm water and wastewater (MP),322$\pm$140,826$\pm$360,3270$\pm$1500,143$\pm$63,1.05$\pm$0.49,1010$\pm$460,39.4$\pm$19,5610$\pm$1600,1150$\pm$380,0.144$\pm$0.063,6,6,8,6,2,8,4,8,8,6
Waste collection and recycling to Litter,2260$\pm$1200,6210$\pm$4700,3370$\pm$2200,0$\pm$0,6850$\pm$5200,12600$\pm$9800,796$\pm$610,32100$\pm$12000,8480$\pm$4900,6.85$\pm$5.2,8,8,8,0,8,10,6,10,8,8
Waste collection and recycling to Soil (MP),24.5$\pm$13,62.1$\pm$34,219$\pm$140,11.2$\pm$6.1,1.94$\pm$1.5,70.4$\pm$43,11.4$\pm$4.4,401$\pm$150,86.6$\pm$36,0.0131$\pm$0.0063,4,4,6,4,2,4,4,6,4,4
Waste collection and recycling to Soil,85.4$\pm$40,97$\pm$50,155$\pm$75,43.4$\pm$22,8.5$\pm$4.3,34.4$\pm$18,125$\pm$56,549$\pm$120,182$\pm$64,0.0519$\pm$0.023,4,4,6,4,2,4,6,6,6,4
Waste collection and recycling to Air (MP),19.5$\pm$13,49.5$\pm$33,207$\pm$140,8.99$\pm$5.9,0$\pm$0,64.4$\pm$42,0.00806$\pm$0.0052,349$\pm$150,69$\pm$35,0.00899$\pm$0.0059,4,4,6,2,0,4,1,6,4,2
Waste collection and recycling to Landfill,15000$\pm$5100,18600$\pm$6000,30200$\pm$8800,8270$\pm$2600,1420$\pm$500,6400$\pm$2200,19200$\pm$6300,99000$\pm$14000,33600$\pm$7900,9.69$\pm$2.7,10,10,10,8,8,8,10,10,10,8
