Hoi,Text_LDPE,Text_HDPE,Text_PP,Text_PS,Text_EPS,Text_PVC,Text_PET,Text_Plastic,Text_AllPE,Text_AllPS,Width_LDPE,Width_HDPE,Width_PP,Width_PS,Width_EPS,Width_PVC,Width_PET,Width_Plastic,Width_AllPE,Width_AllPS
Construction to Waste collection and recycling,674000$\pm$64000,1870000$\pm$240000,1010000$\pm$110000,0$\pm$0,2030000$\pm$270000,3780000$\pm$500000,235000$\pm$31000,9610000$\pm$630000,2540000$\pm$250000,2030$\pm$270,10,10,10,0,10,10,10,10,10,10
Construction to Soil (MP),2.18$\pm$0.31,27.9$\pm$5.2,238$\pm$73,0$\pm$0,0$\pm$0,8.31$\pm$1.2,150$\pm$47,427$\pm$87,30$\pm$5.2,0$\pm$0,2,4,6,0,0,2,6,6,4,0
Construction to UnintendedCDWaste,9240$\pm$2200,315$\pm$75,0$\pm$0,0$\pm$0,50200$\pm$12000,26800$\pm$5700,0$\pm$0,86600$\pm$13000,9560$\pm$2200,50.2$\pm$12,8,6,0,0,10,10,0,10,8,10
Construction to Soil,0$\pm$0,270$\pm$65,4450$\pm$980,0$\pm$0,0$\pm$0,0$\pm$0,5840$\pm$1300,10600$\pm$1700,270$\pm$65,0$\pm$0,0,6,8,0,0,0,8,10,6,0
Construction to Indoor air (MP),0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,926$\pm$180,0$\pm$0,926$\pm$180,0$\pm$0,0$\pm$0,0,0,0,0,0,6,0,6,0,0
Construction to Air (MP),0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,208$\pm$31,0$\pm$0,0$\pm$0,208$\pm$31,0$\pm$0,0.208$\pm$0.031,0,0,0,0,6,0,0,6,0,6
Automotive to Waste collection and recycling,99000$\pm$13000,264000$\pm$34000,1200000$\pm$140000,44700$\pm$5900,0$\pm$0,324000$\pm$44000,224000$\pm$30000,2150000$\pm$160000,363000$\pm$36000,44.7$\pm$5.9,10,10,10,10,0,10,10,10,10,10
Automotive to Soil,62.8$\pm$10,214$\pm$35,1010$\pm$160,1.34$\pm$0.21,0$\pm$0,70.9$\pm$12,0.0471$\pm$0.0075,1360$\pm$170,277$\pm$36,0.00134$\pm$0.00021,4,6,8,2,0,4,1,8,6,2
Automotive to Export,9570$\pm$1700,25500$\pm$4300,116000$\pm$18000,4320$\pm$770,0$\pm$0,31300$\pm$5600,21700$\pm$3900,208000$\pm$20000,35100$\pm$4600,4.32$\pm$0.77,8,10,10,8,0,10,10,10,10,8
Agriculture to Waste collection and recycling,549000$\pm$56000,53300$\pm$5000,247000$\pm$23000,1030$\pm$140,0$\pm$0,9940$\pm$1300,22800$\pm$3000,884000$\pm$61000,603000$\pm$57000,1.03$\pm$0.14,10,10,10,8,0,8,10,10,10,8
Agriculture to Dumping,927$\pm$210,87.2$\pm$18,413$\pm$88,1.7$\pm$0.51,0$\pm$0,16.5$\pm$3.8,38.2$\pm$11,1480$\pm$230,1010$\pm$210,0.0017$\pm$0.00051,6,4,6,2,0,4,4,8,8,2
Agriculture to Organic waste collection,20400$\pm$3000,980$\pm$150,9190$\pm$1300,7.77$\pm$1.5,0$\pm$0,151$\pm$26,864$\pm$170,31600$\pm$3300,21400$\pm$3000,0.00777$\pm$0.0015,10,6,8,2,0,6,6,10,10,2
Agriculture to Soil (MP),10600$\pm$1700,231$\pm$62,1720$\pm$450,1.07$\pm$0.21,0$\pm$0,73.9$\pm$11,291$\pm$74,12900$\pm$1700,10800$\pm$1700,0.00107$\pm$0.00021,10,6,8,2,0,4,6,10,10,2
Agriculture to Soil,1280$\pm$210,532$\pm$100,305$\pm$40,22.1$\pm$4.8,0$\pm$0,203$\pm$39,14.6$\pm$3.2,2350$\pm$240,1810$\pm$230,0.0221$\pm$0.0048,8,6,6,4,0,6,4,8,8,4
Hygiene products to Waste collection and recycling,0$\pm$0,18500$\pm$3800,25400$\pm$5000,0$\pm$0,0$\pm$0,0$\pm$0,38300$\pm$6800,82200$\pm$10000,18500$\pm$3800,0$\pm$0,0,10,10,0,0,0,10,10,10,0
Hygiene products to Storm water and wastewater,0$\pm$0,10500$\pm$2200,11100$\pm$2300,0$\pm$0,0$\pm$0,0$\pm$0,10400$\pm$2400,32000$\pm$4400,10500$\pm$2200,0$\pm$0,0,10,10,0,0,0,10,10,10,0
Hygiene products to Dumping,0$\pm$0,48.6$\pm$16,61.6$\pm$20,0$\pm$0,0$\pm$0,0$\pm$0,81.5$\pm$25,192$\pm$39,48.6$\pm$16,0$\pm$0,0,4,4,0,0,0,4,6,4,0
PCCP to Waste collection and recycling,0$\pm$0,12.4$\pm$3.2,0.0294$\pm$0.0075,0$\pm$0,0$\pm$0,0$\pm$0,0.0635$\pm$0.016,12.5$\pm$3.2,12.4$\pm$3.2,0$\pm$0,0,4,1,0,0,0,1,4,4,0
PCCP to Storm water and wastewater (MP),0$\pm$0,235$\pm$48,0.557$\pm$0.11,0$\pm$0,0$\pm$0,0$\pm$0,1.21$\pm$0.25,236$\pm$48,235$\pm$48,0$\pm$0,0,6,1,0,0,0,2,6,6,0
Clothing to Waste collection and recycling,0$\pm$0,8680$\pm$1800,193000$\pm$28000,0$\pm$0,0$\pm$0,0$\pm$0,1010000$\pm$110000,1210000$\pm$120000,8680$\pm$1800,0$\pm$0,0,8,10,0,0,0,10,10,8,0
Clothing to Storm water and wastewater (MP),0$\pm$0,67.5$\pm$16,1500$\pm$260,0$\pm$0,0$\pm$0,0$\pm$0,7850$\pm$1200,9420$\pm$1300,67.5$\pm$16,0$\pm$0,0,4,8,0,0,0,8,8,4,0
Clothing to Dumping,0$\pm$0,13.6$\pm$5.3,309$\pm$86,0$\pm$0,0$\pm$0,0$\pm$0,1610$\pm$380,1940$\pm$390,13.6$\pm$5.3,0$\pm$0,0,4,6,0,0,0,8,8,4,0
Clothing to Indoor air (MP),0$\pm$0,24.9$\pm$20,554$\pm$430,0$\pm$0,0$\pm$0,0$\pm$0,2900$\pm$2200,3480$\pm$2700,24.9$\pm$20,0$\pm$0,0,4,6,0,0,0,8,8,4,0
Clothing to Air (MP),0$\pm$0,10.4$\pm$6.8,232$\pm$140,0$\pm$0,0$\pm$0,0$\pm$0,1210$\pm$740,1450$\pm$880,10.4$\pm$6.8,0$\pm$0,0,4,6,0,0,0,8,8,4,0
