Hoi,Text_LDPE,Text_HDPE,Text_PP,Text_PS,Text_EPS,Text_PVC,Text_PET,Text_Plastic,Text_AllPE,Text_AllPS,Width_LDPE,Width_HDPE,Width_PP,Width_PS,Width_EPS,Width_PVC,Width_PET,Width_Plastic,Width_AllPE,Width_AllPS
On-the-go consumption to Litter,14.4$\pm$10,26.9$\pm$17,53.9$\pm$36,8.24$\pm$5.5,0$\pm$0,6.41$\pm$4.2,146$\pm$100,256$\pm$110,41.4$\pm$20,0.00824$\pm$0.0055,4,4,4,2,0,2,6,6,4,2
Litter to Waste collection and recycling,64.8$\pm$36,92.3$\pm$43,96.8$\pm$45,18.1$\pm$9.7,36.9$\pm$28,68.5$\pm$51,152$\pm$95,529$\pm$130,157$\pm$56,0.055$\pm$0.03,4,4,4,4,4,4,6,6,6,4
Litter to Storm water and wastewater,0.766$\pm$0.67,0.838$\pm$0.71,0.971$\pm$0.79,0.225$\pm$0.18,0.0632$\pm$0.06,0.0693$\pm$0.063,1.69$\pm$1.6,4.62$\pm$2.1,1.6$\pm$0.97,0.000289$\pm$0.00019,1,1,1,1,1,1,2,2,2,1
Litter to Soil,12.2$\pm$7.1,25.5$\pm$18,24.6$\pm$14,3.21$\pm$1.8,18.7$\pm$18,37.2$\pm$34,32.8$\pm$26,154$\pm$52,37.7$\pm$19,0.0219$\pm$0.018,4,4,4,2,4,4,4,6,4,4
Litter to Coastal and ocean water,0.0936$\pm$0.072,0.111$\pm$0.08,0.148$\pm$0.1,0.0318$\pm$0.022,0.00685$\pm$0.0062,0.0138$\pm$0.0097,0.286$\pm$0.23,0.69$\pm$0.28,0.204$\pm$0.11,0.0000386$\pm$0.000023,1,1,1,1,1,1,1,1,1,1
Dumping to Litter,7.86$\pm$2.9,8.89$\pm$3.6,15$\pm$4.9,4.56$\pm$1.6,0.665$\pm$0.29,3.25$\pm$1.3,11.5$\pm$4.3,51.7$\pm$8.2,16.8$\pm$4.6,0.00522$\pm$0.0016,2,2,4,2,1,2,4,4,4,2
Unintended C&D waste to Waste collection and recycling,9.47$\pm$7.3,0.325$\pm$0.25,0$\pm$0,0$\pm$0,50.9$\pm$39,27.7$\pm$19,0$\pm$0,88.4$\pm$45,9.8$\pm$7.3,0.0509$\pm$0.039,2,1,0,0,4,4,0,4,2,4
Unintended C&D waste to Soil,0.18$\pm$0.17,0.00616$\pm$0.0059,0$\pm$0,0$\pm$0,0.708$\pm$0.62,0.524$\pm$0.47,0$\pm$0,1.42$\pm$0.8,0.186$\pm$0.17,0.000708$\pm$0.00062,1,1,0,0,1,1,0,2,1,1
Unintended C&D waste to Fresh water,0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,0.00356$\pm$0.0034,0$\pm$0,0$\pm$0,0.00356$\pm$0.0034,0$\pm$0,0.00000356$\pm$0.0000034,0,0,0,0,1,0,0,1,0,1
Unintended C&D waste to Coastal and ocean water,0$\pm$0,0$\pm$0,0$\pm$0,0$\pm$0,0.251$\pm$0.24,0$\pm$0,0$\pm$0,0.251$\pm$0.24,0$\pm$0,0.000251$\pm$0.00024,0,0,0,0,1,0,0,1,0,1
Indoor air to Waste collection and recycling,0.0485$\pm$0.038,0.123$\pm$0.092,0.556$\pm$0.41,0.0925$\pm$0.072,0.0198$\pm$0.016,0.694$\pm$0.45,1.93$\pm$1.7,3.46$\pm$1.9,0.171$\pm$0.099,0.000112$\pm$0.000074,1,1,1,1,1,1,2,2,1,1
Indoor air to Storm water and wastewater (MP),0.00864$\pm$0.0075,0.0218$\pm$0.018,0.0999$\pm$0.081,0.0165$\pm$0.014,0.00354$\pm$0.0031,0.123$\pm$0.089,0.343$\pm$0.32,0.617$\pm$0.37,0.0305$\pm$0.019,0.0000201$\pm$0.000015,1,1,1,1,1,1,1,1,1,1
Indoor air to Air (MP),0.0381$\pm$0.037,0.0966$\pm$0.089,0.437$\pm$0.38,0.0725$\pm$0.069,0.0155$\pm$0.015,0.536$\pm$0.45,1.5$\pm$1.6,2.69$\pm$1.8,0.135$\pm$0.096,0.000088$\pm$0.00007,1,1,1,1,1,1,2,2,1,1
Air to Soil (MP),0.048$\pm$0.034,0.127$\pm$0.085,0.711$\pm$0.43,0.0623$\pm$0.053,0.163$\pm$0.08,0.833$\pm$0.47,2.01$\pm$1.6,3.95$\pm$1.9,0.175$\pm$0.091,0.000225$\pm$0.000095,1,1,1,1,1,1,2,2,1,1
Air to Fresh water (MP),0.000263$\pm$0.00026,0.000691$\pm$0.00063,0.0039$\pm$0.0034,0.00034$\pm$0.00037,0.000886$\pm$0.00067,0.00451$\pm$0.0039,0.0111$\pm$0.012,0.0217$\pm$0.014,0.000954$\pm$0.00068,0.00000123$\pm$0.00000077,1,1,1,1,1,1,1,1,1,1
Air to Coastal and ocean water (MP),0.0176$\pm$0.016,0.0474$\pm$0.04,0.265$\pm$0.2,0.0228$\pm$0.023,0.0602$\pm$0.041,0.308$\pm$0.23,0.747$\pm$0.73,1.47$\pm$0.84,0.065$\pm$0.043,0.000083$\pm$0.000047,1,1,1,1,1,1,1,2,1,1
Organic waste collection to Compost,0.0371$\pm$0.025,0.022$\pm$0.016,0.0498$\pm$0.036,0.00598$\pm$0.0042,0.000794$\pm$0.00056,0.00501$\pm$0.0035,0.0203$\pm$0.015,0.141$\pm$0.049,0.0591$\pm$0.03,0.00000677$\pm$0.0000042,1,1,1,1,1,1,1,1,1,1
Organic waste collection to Compost (MP),0.0315$\pm$0.023,0.0185$\pm$0.014,0.042$\pm$0.032,0.00497$\pm$0.0037,0.000664$\pm$0.00049,0.00421$\pm$0.0031,0.0168$\pm$0.013,0.119$\pm$0.043,0.05$\pm$0.027,0.00000563$\pm$0.0000037,1,1,1,1,1,1,1,1,1,1
