Hoi,Text_LDPE,Text_HDPE,Text_PP,Text_PS,Text_EPS,Text_PVC,Text_PET,Text_Plastic,Text_AllPE,Text_AllPS,Width_LDPE,Width_HDPE,Width_PP,Width_PS,Width_EPS,Width_PVC,Width_PET,Width_Plastic,Width_AllPE,Width_AllPS
Waste collection and recycling to Reuse,1110$\pm$510,1570$\pm$710,2640$\pm$1000,389$\pm$250,325$\pm$240,1010$\pm$570,2580$\pm$680,9620$\pm$1600,2680$\pm$870,0.714$\pm$0.35,8,8,8,6,6,8,8,8,8,6
Waste collection and recycling to End-of-life,4070$\pm$2000,3740$\pm$2300,6150$\pm$3500,1550$\pm$1000,7600$\pm$3100,15000$\pm$5700,3950$\pm$2500,42100$\pm$8400,7810$\pm$3100,9.15$\pm$3.2,8,8,8,8,8,10,8,10,8,8
Storm water and wastewater to Waste collection and recycling,0.955$\pm$0.99,46$\pm$37,51.2$\pm$42,0.265$\pm$0.26,0.0777$\pm$0.089,0.0785$\pm$0.086,49.9$\pm$44,149$\pm$76,47$\pm$37,0.000343$\pm$0.00027,1,4,4,1,1,1,4,6,4,1
Storm water and wastewater to Compost,0.16$\pm$0.21,8.32$\pm$9,9.06$\pm$9.7,0.0435$\pm$0.056,0.0128$\pm$0.018,0.0127$\pm$0.018,8.45$\pm$9.7,26.1$\pm$17,8.48$\pm$9,0.0000563$\pm$0.000059,1,2,2,1,1,1,2,4,2,1
Storm water and wastewater to Fresh water,0.74$\pm$0.77,1.36$\pm$0.99,1.54$\pm$1.1,0.205$\pm$0.2,0.0595$\pm$0.069,0.0602$\pm$0.068,2.15$\pm$1.9,6.12$\pm$2.6,2.1$\pm$1.2,0.000264$\pm$0.00022,1,2,2,1,1,1,2,2,2,1
Storm water and wastewater to Coastal and ocean water,0.539$\pm$0.64,0.579$\pm$0.67,0.657$\pm$0.74,0.153$\pm$0.17,0.044$\pm$0.056,0.0449$\pm$0.056,1.14$\pm$1.5,3.15$\pm$1.9,1.12$\pm$0.93,0.000196$\pm$0.00018,1,1,1,1,1,1,2,2,2,1
Storm water and wastewater to Landfill,0.139$\pm$0.19,7.18$\pm$7.7,7.8$\pm$8.3,0.0381$\pm$0.049,0.0111$\pm$0.016,0.0111$\pm$0.016,7.35$\pm$8.3,22.5$\pm$15,7.32$\pm$7.7,0.0000492$\pm$0.000052,1,2,2,1,1,1,2,4,2,1
Storm water and wastewater to End-of-life,0.158$\pm$0.21,8.19$\pm$8.7,8.92$\pm$9.6,0.043$\pm$0.055,0.0125$\pm$0.018,0.0126$\pm$0.018,8.37$\pm$9.6,25.7$\pm$17,8.34$\pm$8.7,0.0000556$\pm$0.000058,1,2,2,1,1,1,2,4,2,1
Storm water and wastewater to Sludge amended soil,0.0941$\pm$0.13,4.88$\pm$5.2,5.3$\pm$5.7,0.0257$\pm$0.033,0.00756$\pm$0.011,0.00745$\pm$0.01,4.97$\pm$5.7,15.3$\pm$10,4.97$\pm$5.2,0.0000332$\pm$0.000035,1,2,2,1,1,1,2,4,2,1
Storm water and wastewater (MP) to Compost (MP),0.395$\pm$0.25,1.28$\pm$0.68,5.52$\pm$2.8,0.188$\pm$0.11,0.00487$\pm$0.0031,1.91$\pm$0.93,7.65$\pm$3.1,16.9$\pm$4.3,1.67$\pm$0.72,0.000193$\pm$0.00011,1,2,2,1,1,2,2,4,2,1
Storm water and wastewater (MP) to Soil (MP),0.201$\pm$0.16,0.695$\pm$0.49,2.63$\pm$2,0.0938$\pm$0.077,0.00507$\pm$0.0031,0.842$\pm$0.66,3.67$\pm$2.5,8.14$\pm$3.3,0.897$\pm$0.51,0.0000989$\pm$0.000077,1,1,2,1,1,1,2,2,1,1
Storm water and wastewater (MP) to Fresh water (MP),0.105$\pm$0.13,0.351$\pm$0.41,1.45$\pm$1.7,0.0496$\pm$0.063,0.00199$\pm$0.0019,0.731$\pm$0.63,1.97$\pm$2.2,4.66$\pm$2.9,0.456$\pm$0.43,0.0000516$\pm$0.000063,1,1,2,1,1,1,2,2,1,1
Storm water and wastewater (MP) to Coastal and ocean water (MP),0.00346$\pm$0.0034,0.0178$\pm$0.017,0.0104$\pm$0.0096,0.000957$\pm$0.00095,0.000542$\pm$0.00057,0.183$\pm$0.17,0.0191$\pm$0.019,0.236$\pm$0.18,0.0213$\pm$0.017,0.0000015$\pm$0.0000011,1,1,1,1,1,1,1,1,1,1
Storm water and wastewater (MP) to Landfill,0.344$\pm$0.22,1.11$\pm$0.6,4.77$\pm$2.4,0.163$\pm$0.099,0.00423$\pm$0.0026,1.66$\pm$0.83,6.61$\pm$2.7,14.7$\pm$3.7,1.45$\pm$0.63,0.000167$\pm$0.000099,1,2,2,1,1,2,2,4,2,1
Storm water and wastewater (MP) to End-of-life,0.391$\pm$0.25,1.27$\pm$0.67,5.44$\pm$2.7,0.186$\pm$0.11,0.0048$\pm$0.003,1.89$\pm$0.94,7.55$\pm$3,16.7$\pm$4.3,1.66$\pm$0.72,0.000191$\pm$0.00011,1,2,2,1,1,2,2,4,2,1
Storm water and wastewater (MP) to Sludge amended soil (MP),0.234$\pm$0.15,0.755$\pm$0.41,3.25$\pm$1.7,0.111$\pm$0.069,0.00285$\pm$0.0018,1.13$\pm$0.57,4.5$\pm$1.9,9.98$\pm$2.6,0.989$\pm$0.44,0.000114$\pm$0.000069,1,1,2,1,1,2,2,2,1,1
On-the-go consumption to Waste collection and recycling,277$\pm$170,510$\pm$270,1010$\pm$570,155$\pm$89,0$\pm$0,121$\pm$66,2720$\pm$1600,4800$\pm$1700,787$\pm$320,0.155$\pm$0.089,6,6,8,6,0,6,8,8,6,6
On-the-go consumption to Litter,50.9$\pm$36,94.2$\pm$60,187$\pm$130,28.6$\pm$19,0$\pm$0,22.1$\pm$14,504$\pm$350,886$\pm$380,145$\pm$70,0.0286$\pm$0.019,4,4,6,4,0,4,6,6,6,4
Litter to Waste collection and recycling,234$\pm$130,329$\pm$160,336$\pm$160,61.3$\pm$34,134$\pm$100,245$\pm$180,521$\pm$330,1860$\pm$470,563$\pm$200,0.196$\pm$0.11,6,6,6,4,6,6,6,8,6,6
Litter to Storm water and wastewater,2.79$\pm$2.4,2.95$\pm$2.5,3.36$\pm$2.8,0.773$\pm$0.64,0.225$\pm$0.22,0.227$\pm$0.21,5.82$\pm$5.6,16.1$\pm$7.2,5.73$\pm$3.5,0.000998$\pm$0.00067,2,2,2,1,1,1,2,4,2,1
Litter to Soil,41.7$\pm$25,89.6$\pm$65,82.8$\pm$49,9.93$\pm$5.9,67.4$\pm$64,131$\pm$120,112$\pm$89,534$\pm$180,131$\pm$69,0.0773$\pm$0.064,4,4,4,2,4,6,6,6,6,4
Litter to Fresh water,0.203$\pm$0.17,0.221$\pm$0.17,0.259$\pm$0.19,0.0605$\pm$0.046,0.016$\pm$0.015,0.0209$\pm$0.016,0.453$\pm$0.4,1.23$\pm$0.51,0.423$\pm$0.24,0.0000765$\pm$0.000048,1,1,1,1,1,1,1,2,1,1
Litter to Coastal and ocean water,0.146$\pm$0.11,0.192$\pm$0.15,0.292$\pm$0.26,0.0554$\pm$0.045,0.00812$\pm$0.0074,0.0305$\pm$0.03,0.66$\pm$0.67,1.38$\pm$0.75,0.338$\pm$0.19,0.0000635$\pm$0.000046,1,1,1,1,1,1,1,2,1,1
Dumping to Litter,21.5$\pm$8,24$\pm$9.5,40.5$\pm$13,12.3$\pm$4.3,1.8$\pm$0.78,8.82$\pm$3.5,31$\pm$11,140$\pm$22,45.5$\pm$12,0.0141$\pm$0.0044,4,4,4,4,2,2,4,6,4,4
Unintended C&D waste to Waste collection and recycling,34.5$\pm$27,1.16$\pm$0.91,0$\pm$0,0$\pm$0,188$\pm$140,99.1$\pm$69,0$\pm$0,322$\pm$160,35.7$\pm$27,0.188$\pm$0.14,4,2,0,0,6,4,0,6,4,6
Unintended C&D waste to Soil,0.649$\pm$0.61,0.0221$\pm$0.021,0$\pm$0,0$\pm$0,2.29$\pm$2.1,1.86$\pm$1.6,0$\pm$0,4.82$\pm$2.7,0.671$\pm$0.61,0.00229$\pm$0.0021,1,1,0,0,2,2,0,2,1,2
